station_id,station_name,tmax_mean_trend_c_per_year,tmin_mean_trend_c_per_year,hot_days_trend_per_year,extreme_heat_days_trend_per_year,warm_nights_trend_per_year,very_warm_nights_trend_per_year
8416,Valencia,0.060090976655651746,0.07191075572380136,2.4999999999999787,0.25000000000000155,1.8892857142856971,2.1249999999999756
7012D,Cartagena,0.0909826710839833,0.07447645221783152,4.1818181818183495,0.45454545454548256,3.4727272727273593,0.878787878787903
3195,Madrid-Retiro,0.09136315829287464,0.09174378986285858,0.29642857142854034,1.54642857142854,1.5035714285714057,0.7857142857142658
